2026-04-02 18:33:36 [wxauto4(41.1.2)] [DEBUG] [chatbox.py:154]  发送消息: 你好！很高兴见到你，有什么我可以帮助你的吗？
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(停)发送者属性，重试第 10 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 1 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 2 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 3 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 4 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 5 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 6 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 7 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 8 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 9 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果需要帮...)发送者属性，重试第 10 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 1 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 2 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 3 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 4 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 5 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 6 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 7 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 8 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 9 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 10 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 1 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 2 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 3 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 4 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 5 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 6 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 7 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 8 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 9 次...
2026-04-02 18:36:45 [wxauto4(41.1.2)] [DEBUG] [msg.py:142]  解析消息(好的，如果有任何...)发送者属性，重试第 10 次...
2026-04-02 18:36:52 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, True, False, 0.5
2026-04-02 18:37:06 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, True, False, 0.5
2026-04-02 18:37:19 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, True, False, 0.5
2026-04-02 18:37:25 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:99]  完整匹配: 迟遇
2026-04-02 18:37:29 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, True, False, 0.5
2026-04-02 18:37:30 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:99]  完整匹配: 迟遇
2026-04-02 18:37:40 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, True, False, 0.5
2026-04-02 18:37:41 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:99]  完整匹配: 迟遇
2026-04-02 18:37:45 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, True, False, 0.5
2026-04-02 18:37:45 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:99]  完整匹配: 迟遇
2026-04-02 18:37:52 [wxauto4(41.1.2)] [DEBUG] [msg.py:123]  控件失效，解析消息失败
2026-04-02 18:37:52 [wxauto4(41.1.2)] [DEBUG] [msg.py:123]  控件失效，解析消息失败
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F495D84C0>
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F495D84C0> completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, 'SELECT * FROM contacts WHERE wx_id = ?', ('迟遇',))
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, 'SELECT * FROM contacts WHERE wx_id = ?', ('迟遇',)) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4A2B1E30>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4A2B1E30>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4A2B1E30>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4A2B1E30>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6700>
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6700> completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6790>
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6790> completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'received', '好的，如果需要帮助或者有其他问题时，随时告诉我。祝你有一个愉快的一天！下次再聊！', '2026-04-02T18:37:52.405097'))
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'received', '好的，如果需要帮助或者有其他问题时，随时告诉我。祝你有一个愉快的一天！下次再聊！', '2026-04-02T18:37:52.405097')) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259E40>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259E40>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6C10>
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6C10> completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6EE0>
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6EE0> completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,))
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,)) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4A2B1E30>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4A2B1E30>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4A2B1E30>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4A2B1E30>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>)
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>) completed
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6CA0>
2026-04-02 18:37:52 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6CA0> completed
2026-04-02 18:37:56 [wechat_custody] [INFO] [message_handler.py:128]  AI 回复 迟遇: 好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！...
2026-04-02 18:37:56 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:86]  切换聊天窗口: 迟遇, False, False, 0.5
2026-04-02 18:37:57 [wxauto4(41.1.2)] [DEBUG] [sessionbox.py:118]  模糊匹配: 迟遇
2026-04-02 18:37:57 [wxauto4(41.1.2)] [DEBUG] [chatbox.py:154]  发送消息: 好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋
2026-04-02 18:37:57 [wechat_custody] [INFO] [wechat_client.py:122]  发送消息给 迟遇: 好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！...
2026-04-02 18:37:57 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6CA0>
2026-04-02 18:37:57 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6CA0> completed
2026-04-02 18:37:57 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'sent', '好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋', '2026-04-02T18:37:57.991441'))
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'sent', '好的，如果有任何问题或需要帮助的时候，随时欢迎你回来咨询。祝你今天一切顺利，心情愉快！我们下次再见！👋', '2026-04-02T18:37:57.991441')) completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259E40>)
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259E40>) completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>)
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259E40>) completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6C10>
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6C10> completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6790>
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6790> completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,))
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259E40>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,)) completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4A2B1E30>)
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4A2B1E30>) completed
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4A2B1E30>)
2026-04-02 18:37:58 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4A2B1E30>) completed
